experiment_id,batch_id,time_min,temperature_c,ph,concentration_mg_L,dissolved_oxygen_%,absorbance_600nm,growth_rate,foam_level
EXP_091,BATCH_A,240,37.14,7.12,2.68,98.19,0.045,0.0,2
EXP_091,BATCH_A,255,36.9,7.13,2.32,100.0,0.045,0.0,1
EXP_091,BATCH_A,270,36.93,7.04,1.25,96.33,0.045,0.0,1
EXP_091,BATCH_A,285,37.11,7.19,2.25,97.79,0.045,0.0,1
EXP_091,BATCH_A,300,37.09,7.17,1.73,98.81,0.045,0.0,2
EXP_091,BATCH_A,315,36.97,7.14,1.42,98.01,0.045,0.003,1
EXP_091,BATCH_A,330,36.85,7.12,3.44,96.33,0.046,0.0,1
EXP_091,BATCH_A,345,37.12,7.08,2.06,98.51,0.045,0.0,2
EXP_091,BATCH_A,360,36.97,7.11,3.01,97.52,0.045,0.0,1
EXP_091,BATCH_A,375,37.1,7.18,3.1,98.81,0.045,0.014,1
EXP_091,BATCH_A,390,37.05,7.2,3.36,98.13,0.048,0.0,1
EXP_091,BATCH_A,405,37.02,7.11,2.44,92.24,0.045,0.09,3
EXP_091,BATCH_A,420,37.02,7.06,3.29,94.26,0.066,0.027,1
EXP_091,BATCH_A,435,37.01,7.03,2.37,96.25,0.05,0.0,1
EXP_091,BATCH_A,450,36.92,7.09,2.99,96.47,0.056,0.0,1
EXP_091,BATCH_A,465,36.78,7.07,2.88,96.11,0.045,0.0,1
EXP_091,BATCH_A,480,37.09,7.07,2.18,87.16,0.045,0.19,5
EXP_091,BATCH_A,495,36.88,7.07,3.19,95.04,0.083,0.0,1
EXP_091,BATCH_A,510,36.91,7.18,2.24,98.3,0.045,0.0,1
EXP_091,BATCH_A,525,37.0,7.19,4.65,93.1,0.064,0.071,2
EXP_091,BATCH_A,540,37.04,7.15,3.68,95.45,0.059,0.082,3
EXP_091,BATCH_A,555,37.01,7.02,3.19,82.32,0.08,0.257,6
EXP_091,BATCH_A,570,37.0,7.07,5.16,89.09,0.111,0.152,4
EXP_091,BATCH_A,585,36.97,7.14,5.0,87.87,0.11,0.196,5
EXP_091,BATCH_A,600,36.89,7.1,7.02,76.74,0.15,0.369,8
EXP_091,BATCH_A,615,36.97,7.1,8.27,92.65,0.184,0.071,3
EXP_091,BATCH_A,630,37.08,7.05,8.1,72.99,0.164,0.437,10
EXP_091,BATCH_A,645,36.92,7.06,13.08,68.74,0.272,0.531,10
EXP_091,BATCH_A,660,36.89,7.01,12.55,79.86,0.27,0.291,7
EXP_091,BATCH_A,675,36.83,6.97,16.71,72.01,0.33,0.354,8
EXP_091,BATCH_A,690,36.88,6.99,18.05,74.75,0.341,0.328,8
EXP_091,BATCH_A,705,36.99,6.94,20.36,67.58,0.395,0.427,10
EXP_091,BATCH_A,720,36.99,6.95,20.86,60.0,0.426,0.582,10
EXP_091,BATCH_A,735,37.01,6.97,25.67,49.08,0.512,0.816,10
EXP_091,BATCH_A,750,37.0,6.79,28.47,43.97,0.59,0.841,10
EXP_091,BATCH_A,765,36.99,6.85,34.84,45.5,0.68,0.832,10
EXP_091,BATCH_A,780,37.01,6.89,37.13,45.4,0.756,0.753,10
EXP_091,BATCH_A,795,36.89,6.83,42.56,41.83,0.831,0.808,10
EXP_091,BATCH_A,810,37.04,6.87,45.61,37.45,0.918,0.856,10
EXP_091,BATCH_A,825,36.95,6.78,49.45,14.58,1.002,1.274,10
EXP_091,BATCH_A,840,37.12,6.63,58.62,11.25,1.173,1.322,10
EXP_091,BATCH_A,855,37.09,6.63,63.92,30.58,1.266,0.871,10
EXP_091,BATCH_A,870,36.96,6.66,67.39,22.24,1.347,0.981,10
EXP_091,BATCH_A,885,36.91,6.55,73.79,20.05,1.462,1.034,10
EXP_091,BATCH_A,900,36.79,6.47,77.8,22.53,1.554,0.926,10
EXP_091,BATCH_A,915,36.95,6.54,82.2,33.41,1.648,0.627,10
EXP_091,BATCH_A,930,36.81,6.42,83.92,14.3,1.679,0.988,10
EXP_091,BATCH_A,945,36.95,6.36,92.23,5.64,1.845,1.135,10
EXP_091,BATCH_A,960,36.93,6.31,94.86,31.04,1.906,0.605,10
EXP_091,BATCH_A,975,36.97,6.39,98.31,28.32,1.966,0.612,10
EXP_091,BATCH_A,990,36.92,6.28,100.82,16.28,2.028,0.801,10
EXP_091,BATCH_A,1005,37.03,6.34,106.17,25.75,2.126,0.576,10
EXP_091,BATCH_A,1020,36.99,6.38,107.43,36.32,2.144,0.431,10
EXP_091,BATCH_A,1035,36.87,6.32,111.02,24.63,2.213,0.585,10
EXP_091,BATCH_A,1050,37.12,6.24,113.0,28.19,2.261,0.474,10
EXP_091,BATCH_A,1065,37.09,6.22,114.78,31.78,2.307,0.398,8
EXP_091,BATCH_A,1080,36.89,6.24,116.92,37.37,2.34,0.215,5
EXP_091,BATCH_A,1095,37.21,6.25,117.92,47.21,2.35,0.1,3
EXP_091,BATCH_A,1110,36.95,6.17,119.05,37.18,2.36,0.279,7
EXP_091,BATCH_A,1125,36.9,6.14,119.91,24.78,2.406,0.493,10
EXP_091,BATCH_A,1140,37.02,6.14,123.36,36.84,2.459,0.215,5
EXP_091,BATCH_A,1155,37.03,6.16,123.25,44.77,2.449,0.116,4
EXP_091,BATCH_A,1170,36.88,6.21,123.42,38.38,2.482,0.187,4
EXP_091,BATCH_A,1185,36.86,6.16,124.69,48.6,2.487,0.0,1
EXP_091,BATCH_A,1200,36.88,6.23,122.84,47.19,2.452,0.0,1
EXP_091,BATCH_A,1215,36.88,6.07,122.91,36.76,2.47,0.22,6
EXP_091,BATCH_A,1230,36.91,6.16,123.76,42.89,2.496,0.063,2
EXP_091,BATCH_A,1245,37.17,6.12,123.31,41.03,2.482,0.102,2
EXP_091,BATCH_A,1260,36.99,6.08,126.47,25.74,2.516,0.355,9
EXP_091,BATCH_A,1275,37.0,6.1,127.23,40.63,2.553,0.06,2
EXP_091,BATCH_A,1290,36.99,6.12,126.14,46.84,2.528,0.0,1
EXP_091,BATCH_A,1305,37.04,6.12,126.76,44.88,2.541,0.014,2
EXP_091,BATCH_A,1320,37.05,6.14,127.22,46.6,2.531,0.0,1
EXP_091,BATCH_A,1335,37.02,6.19,125.33,45.81,2.507,0.013,1
EXP_091,BATCH_A,1350,36.91,6.19,125.93,38.05,2.534,0.171,4
EXP_091,BATCH_A,1365,36.92,6.17,127.48,47.77,2.541,0.0,1
EXP_091,BATCH_A,1380,37.12,6.06,126.37,48.86,2.53,0.0,1
EXP_091,BATCH_A,1395,37.01,6.06,127.13,46.59,2.536,0.0,2
EXP_091,BATCH_A,1410,37.17,6.12,126.07,47.21,2.53,0.014,1
EXP_091,BATCH_A,1425,37.17,6.12,126.32,49.6,2.539,0.0,1
EXP_091,BATCH_A,1440,37.1,6.13,126.27,47.93,2.511,0.0,2
EXP_091,BATCH_A,1455,36.9,6.13,126.0,36.16,2.523,0.196,4
EXP_091,BATCH_A,1470,37.07,6.1,127.13,36.1,2.55,0.234,6
EXP_091,BATCH_A,1485,37.05,6.07,129.34,47.39,2.569,0.0,1
EXP_091,BATCH_A,1500,37.07,6.14,127.59,47.31,2.548,0.0,1
EXP_091,BATCH_B,0,36.99,7.16,2.32,98.42,0.045,0.0,1
EXP_091,BATCH_B,15,36.91,7.2,1.94,99.7,0.045,0.0,1
EXP_091,BATCH_B,30,36.88,7.18,1.31,97.68,0.045,0.0,1
EXP_091,BATCH_B,45,37.05,7.27,2.32,96.27,0.045,0.0,1
EXP_091,BATCH_B,60,37.02,7.21,1.36,96.09,0.045,0.0,1
EXP_091,BATCH_B,75,37.08,7.25,2.77,96.06,0.045,0.0,1
EXP_091,BATCH_B,90,37.06,7.16,2.39,95.18,0.045,0.0,2
EXP_091,BATCH_B,105,36.97,7.16,2.45,96.99,0.045,0.0,1
EXP_091,BATCH_B,120,37.14,7.27,2.64,96.69,0.045,0.0,1
EXP_091,BATCH_B,135,37.0,7.2,2.22,97.46,0.045,0.0,1
EXP_091,BATCH_B,150,37.05,7.28,0.51,98.73,0.045,0.0,2
EXP_091,BATCH_B,165,36.8,7.21,2.03,99.31,0.045,0.0,1
EXP_091,BATCH_B,180,36.94,7.19,1.53,97.98,0.045,0.0,1
EXP_091,BATCH_B,195,36.9,7.23,2.4,99.46,0.045,0.0,2
EXP_091,BATCH_B,210,37.03,7.17,2.27,98.95,0.045,0.0,1
EXP_091,BATCH_B,225,37.01,7.36,2.64,97.51,0.045,0.0,2
EXP_091,BATCH_B,240,36.83,7.24,1.77,96.76,0.045,0.0,1
EXP_091,BATCH_B,255,37.13,7.18,2.41,99.6,0.045,0.0,1
EXP_091,BATCH_B,270,36.98,7.2,2.12,88.41,0.045,0.157,5
EXP_091,BATCH_B,285,36.92,7.2,3.39,95.61,0.076,0.0,1
EXP_091,BATCH_B,300,36.91,7.19,2.08,98.03,0.045,0.0,1
EXP_091,BATCH_B,315,36.97,7.24,1.72,98.09,0.045,0.0,1
EXP_091,BATCH_B,330,37.08,7.27,1.72,95.08,0.045,0.081,3
EXP_091,BATCH_B,345,37.14,7.16,2.96,92.67,0.061,0.163,4
EXP_091,BATCH_B,360,37.14,7.26,4.68,94.41,0.078,0.066,2
EXP_091,BATCH_B,375,36.94,7.17,3.13,94.41,0.074,0.064,3
EXP_091,BATCH_B,390,36.96,7.27,4.66,95.15,0.09,0.038,2
EXP_091,BATCH_B,405,36.92,7.15,3.88,87.78,0.082,0.169,4
EXP_091,BATCH_B,420,36.96,7.18,5.49,71.53,0.124,0.467,10
EXP_091,BATCH_B,435,36.95,7.19,7.9,85.52,0.175,0.241,6
EXP_091,BATCH_B,450,36.88,7.21,8.55,87.17,0.172,0.192,4
EXP_091,BATCH_B,465,37.05,7.13,10.25,64.03,0.214,0.605,10
EXP_091,BATCH_B,480,37.08,7.07,15.25,67.23,0.293,0.541,10
EXP_091,BATCH_B,495,36.89,7.17,16.63,81.67,0.322,0.195,5
EXP_091,BATCH_B,510,36.84,7.0,17.31,60.29,0.332,0.607,10
EXP_091,BATCH_B,525,36.95,7.05,22.31,49.49,0.444,0.789,10
EXP_091,BATCH_B,540,36.92,7.0,24.72,53.37,0.49,0.72,10
EXP_091,BATCH_B,555,36.86,7.06,29.9,53.6,0.587,0.67,10
EXP_091,BATCH_B,570,37.09,7.06,31.2,50.47,0.624,0.749,10
EXP_091,BATCH_B,585,36.87,6.98,36.87,23.95,0.737,1.188,10
EXP_091,BATCH_B,600,37.04,6.84,43.65,28.12,0.862,1.043,10
EXP_091,BATCH_B,615,36.93,6.83,47.18,32.96,0.946,0.924,10
EXP_091,BATCH_B,630,36.94,6.93,51.78,17.17,1.046,1.27,10
EXP_091,BATCH_B,645,37.05,6.73,59.9,8.56,1.2,1.304,10
EXP_091,BATCH_B,660,37.07,6.71,64.94,12.61,1.307,1.2,10
EXP_091,BATCH_B,675,37.14,6.73,72.26,12.8,1.44,1.193,10
EXP_091,BATCH_B,690,37.06,6.64,77.55,13.87,1.546,1.077,10
EXP_091,BATCH_B,705,37.04,6.54,83.63,7.96,1.655,1.15,10
EXP_091,BATCH_B,720,36.9,6.58,88.45,4.37,1.776,1.16,10
EXP_091,BATCH_B,735,36.92,6.5,94.31,11.59,1.887,0.985,10
EXP_091,BATCH_B,750,36.96,6.41,97.85,17.14,1.973,0.854,10
EXP_091,BATCH_B,765,37.0,6.37,103.75,9.29,2.058,0.948,10
EXP_091,BATCH_B,780,36.94,6.32,107.75,0.0,2.162,1.099,10
EXP_091,BATCH_B,795,36.99,6.28,114.07,15.78,2.278,0.75,10
EXP_091,BATCH_B,810,37.2,6.28,116.42,28.43,2.312,0.469,10
EXP_091,BATCH_B,825,37.08,6.26,118.87,17.24,2.372,0.667,10
EXP_091,BATCH_B,840,37.12,6.28,121.67,12.73,2.446,0.751,10
EXP_091,BATCH_B,855,36.92,6.11,125.44,21.41,2.522,0.522,10
EXP_091,BATCH_B,870,37.13,6.19,128.0,31.99,2.55,0.313,8
EXP_091,BATCH_B,885,37.03,6.23,129.47,26.14,2.584,0.394,9
EXP_091,BATCH_B,900,37.04,6.16,131.79,31.36,2.629,0.354,8
EXP_091,BATCH_B,915,37.12,6.28,133.14,41.11,2.655,0.058,3
EXP_091,BATCH_B,930,37.06,6.13,132.56,33.44,2.641,0.265,6
EXP_091,BATCH_B,945,36.91,6.23,135.97,22.09,2.708,0.384,8
EXP_091,BATCH_B,960,37.12,6.07,136.42,37.13,2.717,0.098,2
EXP_091,BATCH_B,975,37.03,6.14,136.6,40.04,2.728,0.132,3
EXP_091,BATCH_B,990,37.0,6.11,136.71,37.58,2.744,0.099,3
EXP_091,BATCH_B,1005,37.15,6.19,136.81,35.64,2.748,0.195,5
EXP_091,BATCH_B,1020,37.03,6.11,138.05,42.62,2.783,0.0,1
EXP_091,BATCH_B,1035,36.95,6.15,136.24,43.91,2.73,0.0,1
EXP_091,BATCH_B,1050,36.86,6.11,139.46,21.29,2.779,0.387,8
EXP_091,BATCH_B,1065,36.98,6.09,140.57,36.52,2.808,0.14,2
EXP_091,BATCH_B,1080,37.06,6.16,140.63,41.65,2.807,0.0,1
EXP_091,BATCH_B,1095,36.96,6.11,138.15,43.35,2.762,0.011,1
EXP_091,BATCH_B,1110,36.9,6.05,140.46,42.2,2.809,0.0,1
EXP_091,BATCH_B,1125,37.02,6.16,137.84,44.11,2.761,0.0,1
EXP_091,BATCH_B,1140,37.04,6.04,140.07,33.41,2.792,0.216,5
EXP_091,BATCH_B,1155,37.15,6.15,140.53,41.43,2.804,0.0,1
EXP_091,BATCH_B,1170,36.94,6.18,138.07,44.65,2.791,0.0,2
EXP_091,BATCH_B,1185,37.1,6.07,139.39,33.78,2.794,0.161,5
EXP_091,BATCH_B,1200,36.92,6.1,141.88,38.25,2.823,0.071,2
EXP_091,BATCH_B,1215,36.85,6.08,140.15,38.55,2.809,0.0,1
EXP_091,BATCH_B,1230,36.97,6.04,141.28,36.72,2.817,0.112,4
EXP_091,BATCH_B,1245,37.06,6.1,142.03,43.39,2.831,0.0,1
EXP_091,BATCH_B,1260,37.08,6.14,140.65,42.19,2.813,0.0,1
EXP_091,BATCH_B,1275,37.06,6.13,140.88,44.53,2.805,0.0,1
EXP_091,BATCH_B,1290,36.94,6.19,140.34,38.46,2.804,0.074,3
EXP_091,BATCH_B,1305,37.11,6.17,140.75,34.03,2.819,0.177,5
EXP_091,BATCH_B,1320,37.19,6.1,142.04,35.91,2.84,0.136,3
EXP_091,BATCH_B,1335,36.99,6.06,142.29,41.98,2.847,0.0,1
EXP_091,BATCH_B,1350,37.08,6.18,138.13,41.96,2.754,0.0,2
EXP_091,BATCH_B,1365,37.07,6.01,142.4,25.01,2.846,0.339,8
EXP_091,BATCH_B,1380,36.96,6.14,141.35,42.47,2.822,0.0,1
EXP_091,BATCH_B,1395,37.09,6.16,139.75,37.99,2.813,0.067,2
EXP_091,BATCH_B,1410,36.99,6.06,142.54,42.62,2.835,0.0,1
EXP_091,BATCH_B,1425,37.11,6.08,138.28,42.64,2.776,0.0,1
EXP_091,BATCH_B,1440,36.77,6.11,141.79,27.23,2.825,0.226,5
EXP_091,BATCH_B,1455,37.09,6.0,140.8,43.28,2.821,0.0,1
EXP_091,BATCH_B,1470,36.83,6.08,139.77,42.6,2.799,0.0,2
EXP_091,BATCH_B,1485,37.04,6.15,140.09,38.97,2.803,0.061,2
EXP_091,BATCH_B,1500,37.05,6.09,141.36,36.22,2.811,0.125,4
EXP_091,BATCH_B,1515,36.9,6.15,141.89,32.48,2.828,0.168,5
EXP_091,BATCH_B,1530,36.89,6.08,142.43,41.33,2.844,0.0,1
EXP_091,BATCH_B,1545,36.88,6.15,140.4,42.31,2.819,0.0,1
EXP_091,BATCH_B,1560,36.99,6.21,140.14,42.36,2.799,0.0,2
EXP_091,BATCH_B,1575,36.93,6.05,140.44,35.58,2.813,0.153,4
EXP_091,BATCH_B,1590,36.89,6.07,141.24,40.95,2.83,0.0,1
EXP_091,BATCH_B,1605,37.0,6.06,140.22,43.93,2.813,0.0,1
EXP_091,BATCH_B,1620,36.92,6.11,141.33,41.83,2.827,0.0,1
EXP_091,BATCH_B,1635,36.93,6.09,140.67,43.9,2.806,0.0,1
EXP_091,BATCH_B,1650,37.02,6.03,140.94,38.67,2.822,0.042,3
EXP_091,BATCH_B,1665,36.98,6.15,142.15,43.68,2.814,0.0,1
EXP_091,BATCH_B,1680,36.94,6.13,139.54,42.4,2.8,0.0,1
EXP_091,BATCH_C,0,37.05,7.09,1.74,98.22,0.045,0.0,1
EXP_091,BATCH_C,15,37.26,7.09,2.41,97.11,0.045,0.0,2
EXP_091,BATCH_C,30,37.15,7.06,3.19,98.38,0.045,0.0,1
EXP_091,BATCH_C,45,36.87,7.11,0.72,96.47,0.045,0.0,1
EXP_091,BATCH_C,60,37.14,7.14,2.96,98.64,0.045,0.0,1
EXP_091,BATCH_C,75,36.92,7.04,1.73,98.49,0.045,0.0,1
EXP_091,BATCH_C,90,37.09,7.05,1.26,97.64,0.045,0.0,1
EXP_091,BATCH_C,105,36.99,6.98,2.19,97.46,0.045,0.0,2
EXP_091,BATCH_C,120,36.98,7.13,1.83,96.58,0.045,0.0,1
EXP_091,BATCH_C,135,37.06,7.18,2.3,97.83,0.045,0.0,1
EXP_091,BATCH_C,150,37.1,7.14,2.89,97.29,0.045,0.0,1
EXP_091,BATCH_C,165,36.98,7.04,1.92,99.31,0.045,0.0,1
EXP_091,BATCH_C,180,37.11,7.04,2.58,98.99,0.045,0.0,1
EXP_091,BATCH_C,195,37.01,7.18,2.14,95.24,0.045,0.0,1
EXP_091,BATCH_C,210,37.0,6.99,1.53,95.76,0.045,0.0,1
EXP_091,BATCH_C,225,37.13,7.13,2.97,98.48,0.045,0.0,2
EXP_091,BATCH_C,240,37.05,7.17,2.82,99.94,0.045,0.0,1
EXP_091,BATCH_C,255,36.98,7.16,1.86,96.54,0.045,0.0,1
EXP_091,BATCH_C,270,37.01,7.08,2.44,94.43,0.045,0.051,1
EXP_091,BATCH_C,285,36.76,7.1,2.42,96.82,0.055,0.0,2
EXP_091,BATCH_C,300,37.07,7.13,2.29,93.89,0.045,0.075,2
EXP_091,BATCH_C,315,37.17,7.12,2.96,89.99,0.07,0.164,4
EXP_091,BATCH_C,330,37.04,7.06,4.2,90.88,0.078,0.127,4
EXP_091,BATCH_C,345,37.31,7.08,5.39,85.38,0.096,0.192,5
EXP_091,BATCH_C,360,36.92,7.03,6.2,94.42,0.116,0.055,3
EXP_091,BATCH_C,375,37.06,7.07,5.12,89.21,0.107,0.16,4
EXP_091,BATCH_C,390,37.09,7.07,6.89,80.07,0.148,0.289,8
EXP_091,BATCH_C,405,37.02,6.97,8.82,73.42,0.164,0.38,8
EXP_091,BATCH_C,420,36.99,7.07,11.57,71.6,0.224,0.413,9
EXP_091,BATCH_C,435,36.95,7.0,12.9,84.53,0.247,0.214,5
EXP_091,BATCH_C,450,37.24,6.99,13.25,79.95,0.267,0.287,7
EXP_091,BATCH_C,465,37.01,7.07,14.78,79.66,0.304,0.272,7
EXP_091,BATCH_C,480,36.99,6.89,16.58,72.12,0.321,0.456,10
EXP_091,BATCH_C,495,36.93,7.04,20.34,60.21,0.396,0.689,10
EXP_091,BATCH_C,510,37.01,6.97,22.56,50.81,0.459,0.756,10
EXP_091,BATCH_C,525,36.98,6.92,28.43,38.86,0.547,1.004,10
EXP_091,BATCH_C,540,36.9,6.87,33.38,43.02,0.66,0.853,10
EXP_091,BATCH_C,555,37.03,6.77,35.31,54.38,0.717,0.599,10
EXP_091,BATCH_C,570,37.01,6.83,39.44,32.83,0.78,0.959,10
EXP_091,BATCH_C,585,36.92,6.77,46.03,25.8,0.909,1.09,10
EXP_091,BATCH_C,600,36.99,6.79,50.5,24.25,0.998,1.098,10
EXP_091,BATCH_C,615,37.0,6.65,56.41,4.52,1.129,1.389,10
EXP_091,BATCH_C,630,37.11,6.58,63.55,0.02,1.276,1.494,10
EXP_091,BATCH_C,645,36.84,6.65,71.83,4.15,1.427,1.349,10
EXP_091,BATCH_C,660,36.96,6.45,77.93,0.99,1.546,1.31,10
EXP_091,BATCH_C,675,36.92,6.45,85.15,5.62,1.689,1.193,10
EXP_091,BATCH_C,690,37.02,6.38,89.15,0.0,1.784,1.374,10
EXP_091,BATCH_C,705,37.06,6.24,98.37,0.0,1.964,1.693,10
EXP_091,BATCH_C,720,36.91,6.34,106.09,0.0,2.123,1.527,10
EXP_091,BATCH_C,735,37.04,6.22,112.47,0.0,2.27,1.349,10
EXP_091,BATCH_C,750,37.06,6.14,119.65,0.0,2.393,1.254,10
EXP_091,BATCH_C,765,37.15,6.19,126.03,0.0,2.52,1.201,10
EXP_091,BATCH_C,780,37.07,5.99,131.86,0.0,2.633,1.203,10
EXP_091,BATCH_C,795,36.97,5.92,137.56,0.0,2.761,1.078,10
EXP_091,BATCH_C,810,37.01,5.98,142.7,0.0,2.848,0.891,10
EXP_091,BATCH_C,825,36.89,5.95,146.92,0.0,2.939,0.791,10
EXP_091,BATCH_C,840,36.9,5.88,149.96,0.0,3.007,1.029,10
EXP_091,BATCH_C,855,36.96,5.88,157.59,0.0,3.145,0.899,10
EXP_091,BATCH_C,870,37.08,5.87,159.32,13.38,3.186,0.467,10
EXP_091,BATCH_C,885,36.91,5.87,161.98,5.48,3.238,0.524,10
EXP_091,BATCH_C,900,37.0,5.9,164.45,10.87,3.291,0.406,9
EXP_091,BATCH_C,915,37.18,5.8,166.32,12.76,3.32,0.463,10
EXP_091,BATCH_C,930,37.13,5.81,168.26,4.39,3.384,0.511,10
EXP_091,BATCH_C,945,36.93,5.69,170.93,2.76,3.422,0.54,10
EXP_091,BATCH_C,960,36.92,5.68,174.61,8.65,3.492,0.374,9
EXP_091,BATCH_C,975,37.09,5.7,174.64,17.91,3.497,0.198,5
EXP_091,BATCH_C,990,36.96,5.68,176.14,22.56,3.532,0.141,4
EXP_091,BATCH_C,1005,37.09,5.65,176.32,28.14,3.525,0.0,1
EXP_091,BATCH_C,1020,37.06,5.63,177.14,13.26,3.531,0.216,6
EXP_091,BATCH_C,1035,36.89,5.71,177.87,16.48,3.568,0.238,5
EXP_091,BATCH_C,1050,36.89,5.74,179.22,16.94,3.579,0.255,7
EXP_091,BATCH_C,1065,37.13,5.67,180.81,13.85,3.619,0.23,6
EXP_091,BATCH_C,1080,37.14,5.75,182.07,16.95,3.625,0.19,5
EXP_091,BATCH_C,1095,36.89,5.63,182.61,26.77,3.657,0.0,2
EXP_091,BATCH_C,1110,37.08,5.71,179.71,28.2,3.59,0.0,1
EXP_091,BATCH_C,1125,37.05,5.61,178.94,9.22,3.59,0.323,7
EXP_091,BATCH_C,1140,36.97,5.6,181.79,10.29,3.654,0.345,8
EXP_091,BATCH_C,1155,37.02,5.6,182.13,23.28,3.659,0.0,1
EXP_091,BATCH_C,1170,37.14,5.62,180.48,25.0,3.616,0.0,2
EXP_091,BATCH_C,1185,36.96,5.69,180.0,16.33,3.602,0.204,5
EXP_091,BATCH_C,1200,37.06,5.72,183.26,10.66,3.656,0.304,7
EXP_091,BATCH_C,1215,37.16,5.62,183.85,23.71,3.663,0.0,1
EXP_091,BATCH_C,1230,37.17,5.64,182.7,27.2,3.65,0.0,1
EXP_091,BATCH_C,1245,36.94,5.67,181.21,16.05,3.628,0.147,5
EXP_091,BATCH_C,1260,36.93,5.68,184.47,11.13,3.679,0.243,6
EXP_091,BATCH_C,1275,37.11,5.57,183.42,27.18,3.676,0.0,1
EXP_091,BATCH_C,1290,37.01,5.67,183.04,25.68,3.655,0.0,1
EXP_091,BATCH_C,1305,36.97,5.62,181.36,22.33,3.625,0.027,2
EXP_091,BATCH_C,1320,37.05,5.72,182.91,24.98,3.661,0.016,1
EXP_091,BATCH_C,1335,36.97,5.59,181.38,25.74,3.628,0.014,1
EXP_091,BATCH_C,1350,36.86,5.72,182.84,25.05,3.663,0.014,1
EXP_091,BATCH_C,1365,36.85,5.66,181.01,24.14,3.631,0.035,2
EXP_091,BATCH_C,1380,36.96,5.69,183.95,13.99,3.671,0.232,7
EXP_091,BATCH_C,1395,36.96,5.71,184.36,23.15,3.677,0.0,1
EXP_091,BATCH_C,1410,36.81,5.69,182.25,26.92,3.649,0.0,1
EXP_091,BATCH_C,1425,37.06,5.68,183.05,20.92,3.656,0.131,4
EXP_091,BATCH_C,1440,36.96,5.62,183.24,23.15,3.675,0.0,1
EXP_091,BATCH_C,1455,37.01,5.7,182.55,26.36,3.656,0.0,1
EXP_091,BATCH_C,1470,36.91,5.67,183.09,25.95,3.662,0.0,1
EXP_091,BATCH_C,1485,37.08,5.68,181.84,25.98,3.631,0.01,1
EXP_091,BATCH_C,1500,36.86,5.6,182.79,24.37,3.664,0.072,3
EXP_091,BATCH_C,1515,36.92,5.68,182.87,23.04,3.646,0.01,1
EXP_091,BATCH_C,1530,37.03,5.61,183.21,26.99,3.666,0.008,1
EXP_091,BATCH_C,1545,36.92,5.63,183.0,23.92,3.647,0.0,1
EXP_091,BATCH_C,1560,36.98,5.66,182.71,24.54,3.643,0.0,1
EXP_091,BATCH_C,1575,37.06,5.65,182.43,20.95,3.643,0.144,4
EXP_091,BATCH_C,1590,36.96,5.67,183.78,18.62,3.672,0.089,3
EXP_091,BATCH_C,1605,36.94,5.7,182.83,26.86,3.661,0.0,1
EXP_091,BATCH_C,1620,37.06,5.61,182.11,27.03,3.631,0.0,1
EXP_091,BATCH_C,1635,36.86,5.61,182.18,8.64,3.641,0.309,7
EXP_091,BATCH_C,1650,36.84,5.57,184.61,16.08,3.693,0.115,3
EXP_091,BATCH_C,1665,37.06,5.65,183.58,25.41,3.664,0.0,1
EXP_091,BATCH_C,1680,37.15,5.74,183.19,24.13,3.675,0.042,1
EXP_091,BATCH_C,1695,37.16,5.64,183.91,23.42,3.672,0.0,1
EXP_091,BATCH_C,1710,37.06,5.63,182.56,27.75,3.671,0.0,1
EXP_091,BATCH_C,1725,37.04,5.6,182.19,25.87,3.639,0.0,1
EXP_091,BATCH_C,1740,36.97,5.61,182.9,23.14,3.656,0.067,2
EXP_091,BATCH_C,1755,37.12,5.65,181.39,24.17,3.652,0.0,1
EXP_091,BATCH_C,1770,37.08,5.63,182.7,19.23,3.656,0.085,3
EXP_091,BATCH_C,1785,36.84,5.65,183.67,22.27,3.669,0.06,2
EXP_091,BATCH_C,1800,36.98,5.66,183.83,24.76,3.668,0.0,1
EXP_091,BATCH_C,1815,37.04,5.7,182.34,25.61,3.647,0.02,2
EXP_091,BATCH_C,1830,36.96,5.69,183.25,19.27,3.672,0.075,3
EXP_091,BATCH_C,1845,37.21,5.71,183.4,25.48,3.662,0.0,1
EXP_091,BATCH_C,1860,36.97,5.58,182.66,27.94,3.65,0.0,1
EXP_091,BATCH_C,1875,37.27,5.68,183.19,22.19,3.655,0.0,1
EXP_091,BATCH_C,1890,36.94,5.64,182.42,24.44,3.639,0.0,1
EXP_091,BATCH_C,1905,37.06,5.67,181.99,6.0,3.638,0.423,10
EXP_091,BATCH_C,1920,37.01,5.63,186.5,15.54,3.723,0.098,3
EXP_091,BATCH_C,1935,37.06,5.69,183.26,25.57,3.658,0.0,1
EXP_091,BATCH_C,1950,37.04,5.62,183.68,24.79,3.667,0.0,1
EXP_091,BATCH_C,1965,36.85,5.67,182.54,26.27,3.653,0.012,1
EXP_091,BATCH_C,1980,36.94,5.72,183.7,21.1,3.669,0.097,3
EXP_091,BATCH_C,1995,36.82,5.7,183.91,21.05,3.672,0.052,1
EXP_091,BATCH_C,2010,36.99,5.63,183.95,25.74,3.68,0.0,1
EXP_091,BATCH_C,2025,36.98,5.7,183.38,25.6,3.65,0.0,2
EXP_091,BATCH_C,2040,36.97,5.68,181.9,18.21,3.64,0.103,3
EXP_091,BATCH_C,2055,37.03,5.63,183.23,15.78,3.67,0.161,5
